sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
220,1,11,5.45,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/islamistide-runnakuplaanid-taanis-kukkusid-tanu-politsei-valvsusele-labi/
55,1,2,5.45,2,Telegram,https://www.telegram.ee/nwo/david-icke-koroonaviirusest-1-osa-kust-sai-covid-19-alguse-mis-eesmargil-ja-kelle-poolt-see-loodi
110,3,3,5.45,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/martin-helme-leian-kindlasti-hea-kandidaadi-siseministri-kohale/
220,3,9,5.45,2,Telegram,https://www.telegram.ee/maailm/1961-aastal-oli-usa-ulilahedal-tuumakatastroofile
220,0,12,5.45,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/iraani-uudisteagentuuri-teatel-lasti-tuumateadlane-fakhrizadeh-maha-kaugjuhitavast-kuulipildujast?id=91818373
110,4,2,5.45,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/analuus-parempoolsete-tulek-on-kaja-kallase-suurim-lootus-end-peaministriks-lennutada?id=90750061
110,1,5,5.45,1,Telegram,https://www.telegram.ee/maailm/video-auk-neelas-vaikeauto
55,2,1,5.45,0,Telegram,https://www.telegram.ee/nwo/gru-kolonel-vladimir-kvachkov-mis-on-peidus-koroonaviiruse-pandeemia-taga
1710,53,40,5.44,92,Telegram,https://www.telegram.ee/arvamus/kahe-lapse-ema-kodukool-on-taiega-lahe
3568,53,141,5.44,86,Telegram,https://www.telegram.ee/maailm/60-advokaati-moistavad-hukka-koroonameetmetest-tulenevad-pohioiguste-ja-seaduste-rikkumise
2096,53,61,5.44,60,Telegram,https://www.telegram.ee/arvamus/5g-kas-tehnoloogilise-revolutsiooni-voidukaik-voi-inimese-terve-olemise-allakaik
772,15,27,5.44,42,Uued Uudised,https://uueduudised.ee/arvamus/reformierakond-pakub-koostood-naidates-samas-et-igasugune-tahe-selleks-puudub/
791,7,36,5.44,23,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-jaaniohtu-onnetuste-statistika-soojad-ilmad-alkohol-ja-pidu-on-ohtlik-kokteil?id=90251905
753,6,35,5.44,22,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/armeenia-kuulutas-varskete-kokkuporgete-tottu-aserbaidzaaniga-valja-sojaseisukorra-ja-taieliku-mobilisatsiooni?id=91169003
423,8,15,5.44,19,Uued Uudised,https://uueduudised.ee/uudis/maailm/brexiti-partei-juht-liikumise-blm-agenda-paneks-isegi-lenini-punastama/
845,11,35,5.44,19,Telegram,https://www.telegram.ee/maailm/bostoni-plahvatus-tsetseenia-terroristid-ning-usa-ja-venemaa-koostoo
349,11,8,5.44,18,Uued Uudised,https://uueduudised.ee/arvamus/eesti-ei-tohi-uhtegi-ebaseaduslikku-migranti-vastu-votta-kuid-nende-torjumisse-tuleks-joudumooda-panustada/
478,11,15,5.44,18,Uued Uudised,https://uueduudised.ee/arvamus/liberaalne-maailm-hakkab-vaikselt-hitleri-stalini-ja-mao-zedongi-poole-kiskuma-kuldmehikese-saavad-ainult-oiged-filmid/
386,10,11,5.44,17,Uued Uudised,https://uueduudised.ee/uudis/maailm/kohalikule-toojoule-uleminek-osutus-ka-suurbritannia-pollumajanduses-paratamatuks/
846,22,24,5.44,14,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-eluterve-motlemisega-louna-eesti-taadist-presidendini-kes-ei-algatanud-uhtegi-soda/
386,8,13,5.44,13,Telegram,https://www.telegram.ee/eesti/lastetoetuse-saamine-voib-hakata-soltuma-lapsega-arstil-kaimisest
698,19,19,5.44,12,Uued Uudised,https://uueduudised.ee/majandus/andres-raid-lennufirma-adria-pankrot-jarjekordne-amber-mille-eesti-maksumaksja-vaikimisi-kinni-maksab/
496,9,18,5.44,9,Telegram,https://www.telegram.ee/eesti/ilves-sloveenias-eestile-toid-majanduskriisi-ajal-edu-julged-reformid
588,25,7,5.44,8,Uued Uudised,https://uueduudised.ee/uudis/eesti/mart-helme-sots-jaak-juskele-teil-on-rohkem-fasismiga-pistmist-kui-minul/
533,11,18,5.44,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/koroonakriis-muudab-maailma-isegi-kui-eesti-panga-ekspresident-ardo-hansson-teisiti-arvab/
643,30,5,5.44,8,Uued Uudised,https://uueduudised.ee/arvamus/peeter-laurits-me-topime-metsa-polevkivikateldesse-ja-kutsume-koike-seda-vaarindamiseks/
423,7,16,5.44,6,Telegram,https://www.telegram.ee/arvamus/epidemioloog-koroonaviiruse-saaks-havitada-kui-isoleerimine-tuhistatakse
551,5,25,5.44,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/laas-kritiseerib-turgit-samade-asjade-eest-mida-ta-ise-laialdaselt-kasutab-jutt-on-tsensuurist-sotsiaalmeedias/
349,5,14,5.44,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-teatas-et-aktiivne-katoliiklane-biden-on-jumala-vastu-biden-nimetas-runnakut-habivaarseks?id=90670693
239,8,5,5.44,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakonna-50-000-euro-asjus-said-kaks-inimest-kuriteokahtlustuse?id=90880129
147,2,6,5.44,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/eestist-lennuliinide-avamise-piirang-pikeneb-kahe-nadala-vorra?id=90318269
147,3,5,5.44,3,Telegram,https://www.telegram.ee/maavaline/venemaa-teadlased-ja-poliitikud-kavandavad-meteoriidikilpi
239,3,10,5.44,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakond-soovib-110-100-euro-suuruse-keelatud-annetuse-tagasi-maksta-osade-kaupa?id=90318001
423,3,20,5.44,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/uus-meremaa-karmistab-moseerunnakute-jarel-relvaseadusi-kas-sellest-piisab/
2414,77,54,5.43,65,Telegram,https://www.telegram.ee/eesti/jurgen-ligi-riigi-rahakott-praegu-500eurost-tulumaksuvaba-miinimumi-valja-ei-kannata
1491,19,62,5.43,58,Telegram,https://www.telegram.ee/nwo/dokfilm-ethos-maailma-vabastab-valest-terve-moistuse-voidukaik-ii-osa
1896,63,40,5.43,42,Telegram,https://www.telegram.ee/nwo/triksterite-kliimapettuse-ajalugu-kuidas-on-seotud-al-gore-ja-aoc
976,29,24,5.43,40,Uued Uudised,https://uueduudised.ee/uudis/eesti/kristen-michali-soolo-lenini-keerutuses-dj-peenhaalestaja-saatel/
644,7,28,5.43,39,Uued Uudised,https://uueduudised.ee/uudis/eesti/eesti-inimoiguste-keskuse-avastus-valjendusvabadust-ohustab-puudulik-seadusandlus-vaenukone-suhtes/
810,34,10,5.43,39,Telegram,https://www.telegram.ee/arvamus/mark-de-ridder-meil-ei-ole-puudust-ressurssidest-vaid-oskusest-jagada
2411,81,50,5.43,38,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vilja-kusib-jurgen-ligi-martin-helme-lihtsalt-valetab-tuleb-riigikokku-ja-valetab?id=90754565
1123,6,55,5.43,33,Telegram,https://www.telegram.ee/maailm/usa-muutis-neli-korda-ametlikku-versiooni-piirideta-arstide-haigla-pommitamisest
1656,57,33,5.43,33,Telegram,https://www.telegram.ee/nwo/sona-chemtrail-massidesse-toonud-ajakirjanik-geoinsenerlus-on-toeline
589,22,10,5.43,31,Uued Uudised,https://uueduudised.ee/arvamus/seitse-ettepanekut-poliitilise-retoorika-osas/
828,19,26,5.43,25,Uued Uudised,https://uueduudised.ee/arvamus/uhest-ideoloogiakulturnikust-ehk-jonnipunn-ajab-oma-oigust-taga/
571,11,20,5.43,20,Uued Uudised,https://uueduudised.ee/arvamus/helle-moonika-helme-katuseraha-sai-elujaatav-mitte-abordivastane-liikumine-selles-on-suur-vahe/
350,5,14,5.43,19,Uued Uudised,https://uueduudised.ee/uudis/maailm/nigel-farage-hoiatab-von-der-leyeni-uues-kuues-kommunistliku-liidu-eest/
700,14,24,5.43,19,Uued Uudised,https://uueduudised.ee/arvamus/avalik-kiri-vilja-kiislerile-kas-koik-hea-olete-saanud-koolist-soprus-ja-uhiskonnast-ning-koik-halb-on-tulnud-pere-rupest/
792,22,21,5.43,17,Telegram,https://www.telegram.ee/arvamus/keskkonnaeetik-mattias-turovski-vigade-parandus-karusloomakasvatajatele
552,6,24,5.43,16,Uued Uudised,https://uueduudised.ee/uudis/maailm/greta-thunberg-utleb-et-inimesed-surevad-kliimamuutuste-tottu-kuid-mida-utleb-statistika/
368,14,6,5.43,15,Uued Uudised,https://uueduudised.ee/arvamus/peep-leppik-eesti-keele-arengukava-hoidku-meie-vana-rikast-ja-kaunist-emakeelt-reaalselt/
479,19,7,5.43,15,Ärileht,https://arileht.delfi.ee/news/uudised/erisaade-maasikakasvataja-loetud-paevad-enne-suurt-marjaaega-arev-olukord-on-asendunud-orna-paanikaga?id=90172701
368,4,16,5.43,12,Telegram,https://www.telegram.ee/maailm/euroopa-liidrid-kutsusid-firmasid-appi-noorte-tootust-vahendama
368,10,10,5.43,12,Uued Uudised,https://uueduudised.ee/arvamus/lobjaklusest-ehk-lihtsameelsest-eneseimetlusest-egotsentrilisusest-ja-rumalusest/
184,2,8,5.43,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/naitemang-sonavabaduse-umber-andis-president-kersti-kaljulaidile-kahtlase-vaartusega-pressisobra-tiitli/
221,6,6,5.43,5,Telegram,https://www.telegram.ee/maailm/usa-senat-lukkas-esmahaaletuse-suuria-osas-edasi
184,8,2,5.43,4,Eesti Päevaleht,https://epl.delfi.ee/uudised/luukas-ilves-astus-eesti-200-ridadesse-meil-on-uhiskonnas-vaartuste-konflikt-mis-tuleks-ara-pidada?id=91531577
92,3,2,5.43,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/reedel-kogunevad-vabaduse-valjakule-maskivastased?id=91768113
184,0,10,5.43,3,Telegram,https://www.telegram.ee/maailm/hispaanias-toimus-jarjekordne-valitsusevastane-meeleavaldus
644,5,30,5.43,3,Telegram,https://www.telegram.ee/nwo/uued-vihjed-printsess-diana-surma-kohta
129,6,1,5.43,2,Delfi,https://www.delfi.ee/news/paevauudised/rooliseiloe/video-ott-lepland-liitus-uleskutsega-hoidkem-autoroolis-telefonist-eemale?id=90607919
2233,22,99,5.42,62,Telegram,https://www.telegram.ee/toit-ja-tervis/aids-olematu-haiguse-asemel-tapab-selle-ravi
1255,27,41,5.42,39,Uued Uudised,https://uueduudised.ee/majandus/kihistunud-maailm-ja-toojoupuudus-eestis-praegusel-teel-jatkata-ei-saa/
848,14,32,5.42,23,Uued Uudised,https://uueduudised.ee/arvamus/hille-hanso-rundab-islamikriitikuid-kuid-teeb-seda-minareti-tipust/
738,17,23,5.42,23,Uued Uudised,https://uueduudised.ee/arvamus/repliik/iga-kriis-opetab-kui-inimkond-oskab-oppida/
295,8,8,5.42,11,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-kongressi-poliitiline-avaldus-eesti-vajab-rahvusliku-majanduse-taassundi/
277,1,14,5.42,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/illegaalsed-immigrandid-saavad-rootsis-lihtsamalt-arstiabi-kui-polisrootslastest-eakad/
203,10,1,5.42,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakonnale-50-000-eurot-annetanud-naine-olen-tagasihoidlik-inimene-ega-soovi-avalikkuse-tahelepanu?id=89989463
166,4,5,5.42,8,Uued Uudised,https://uueduudised.ee/majandus/rahandusminister-martin-helme-keeldub-kaitsevaele-biokutuse-erandit-tegemast-sest-probleem-on-laiem/
424,3,20,5.42,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/kohtuasi-hollandi-opositsioonipoliitiku-geert-wildersi-vastu-ta-jaab-liiga-palju-jalgu/
240,3,10,5.42,3,Telegram,https://www.telegram.ee/maailm/katoliku-kirik-maksab-usa-s-huvitist-neljale-pedofiili-ohvrile
166,0,9,5.42,1,Telegram,https://www.telegram.ee/maailm/kreeka-president-rahvas-ei-kannata-jargmisi-karpeid-valja
1719,54,39,5.41,37,Uued Uudised,https://uueduudised.ee/arvamus/roland-tonisson-valitsejate-valikutest/
1737,40,54,5.41,35,Telegram,https://www.telegram.ee/nwo/sandy-hooki-koolitulistamine-kui-reaalsuse-modelleerimise-naidisjuhtum
1238,20,47,5.41,31,Uued Uudised,https://uueduudised.ee/arvamus/kolumn-korallid-emajoes/
851,26,20,5.41,27,Telegram,https://www.telegram.ee/eesti/strider-valitsus-lammatab-arvelauaga-eesti-edenemisepreviewtruepreview_id9615preview_nonce9269241ab3-uznwr0pcank
1054,30,27,5.41,24,Delfi,https://www.delfi.ee/news/paevauudised/uutdelfis/tarmo-kruusimae-dw-intervjuust-mart-helme-proovis-vene-valijaga-flirtida?id=91436098
647,12,23,5.41,14,Uued Uudised,https://uueduudised.ee/uudis/maailm/petisest-pagulase-lugu-isegi-varjupaigataotlejad-imestavad-soomlaste-rumaluse-ule/
388,18,3,5.41,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/suurbritannia-ei-kavatse-noustuda-euroopa-liidu-ahistavate-noudmistega/
351,3,16,5.41,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/eesti-missioon-malis-mida-me-teeme-vooras-tundmatus-sojas-et-meid-hiljem-kolonialismis-suudistataks/
555,15,15,5.41,11,Uued Uudised,https://uueduudised.ee/uudis/eesti/martin-lainele-ideoloogiline-laimaja-voib-kull-ajakirjaniku-maski-kanda-kuid-ega-analuus-sellest-toesem-tule/
629,10,24,5.41,11,Uued Uudised,https://uueduudised.ee/uudis/eesti/naised-poliitikas-on-tervitatav-kuid-mitte-marufeministid-nemad-kutavad-pigem-pinged-lakke/
425,10,13,5.41,9,Telegram,https://www.telegram.ee/maailm/turgi-politsei-kasutas-taas-protestijate-vastu-pisargaasi
314,5,12,5.41,7,Telegram,https://www.telegram.ee/nwo/todasevi-lahedased-nouavad-fbi-vastutusele-votmist
351,8,11,5.41,7,Uued Uudised,https://uueduudised.ee/uudis/henn-polluaas-oravate-jandist-nad-on-kibestunud-ja-pahased-et-nad-ei-ole-voimul/
314,8,9,5.41,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/ideoloogilisele-ettevotlusele-tuleb-koht-katte-naidata/
222,3,9,5.41,7,Telegram,https://www.telegram.ee/maailm/usa-relvastab-suuria-massulisi-liitlaste-abiga
259,6,8,5.41,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-purjuspai-inimese-surnuks-soitnud-vene-naitleja-jefremov-raakis-martsis-delfile-miks-naitlejad-joovad?id=90172475
185,5,5,5.41,6,Telegram,https://www.telegram.ee/maailm/kreeka-pollumehed-jagasid-rahvale-tasuta-toitu
407,8,14,5.41,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/prantslaste-kogemus-alaealised-saatjata-migrandid-taiendavad-ennekoike-kurjategijate-ridu/
314,4,13,5.41,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/who-hoiatas-euroopat-koroonaviiruse-teise-laine-eest-kutsudes-vajadusel-taas-rangemate-piirangute-suunas-liikuma?id=90554751
351,6,13,5.41,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/islamiaarmuslus-joudis-usa-sojavaebaasi-puha-soja-toi-kohale-saudi-sojavaelane/
111,2,4,5.41,3,Telegram,https://www.telegram.ee/maailm/obama-iraani-runnakuks-avaneb-voimalus-juunis
185,0,10,5.41,3,Delfi,https://www.delfi.ee/news/paevauudised/krimi/valgas-sai-naine-autolt-loogi-juht-pages-sundmuskohalt?id=90466731
74,0,4,5.41,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-viljandimaal-poleb-mets-tuli-poletas-labi-ka-elektriliine?id=90028447
185,1,9,5.41,3,Telegram,https://www.telegram.ee/maailm/terroristide-jaht-jatkub-usa-s-vahistati-usbekk
74,1,3,5.41,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/delfi-magi-karabahhis-meie-laheme-automaadiga-aga-nemad-annavad-ohust-loogi-droonidega-miks-tapeti-kohalik-tsiviilelanik-oma-kodumaja-ees?id=91381939
148,0,8,5.41,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/laustestimine-viru-vanglas-toi-veel-uhe-positiivse-proovi?id=90084079
111,1,5,5.41,2,Delfi,https://www.delfi.ee/news/paevauudised/krimi/turi-vallas-uppus-tiiki-54-aastane-mees?id=90974479
148,6,2,5.41,1,Eesti Päevaleht,https://epl.delfi.ee/kliima/miks-peavad-eestlased-end-loodusrahvaks-kuid-ei-kaitu-keskkonnahoidlikult?id=91481058
333,4,14,5.41,1,Telegram,https://www.telegram.ee/maailm/lekkisid-snowdeni-vastu-esitatud-suudistused
74,0,4,5.41,1,Delfi,https://www.delfi.ee/news/paevauudised/krimi/keset-paeva-pussitas-uks-mees-sillamael-baari-ees-joomakaaslast?id=90513207
74,0,4,5.41,0,Delfi,https://www.delfi.ee/news/paevauudised/krimi/parnus-tapeti-naisterahvas-kahtlusaluseks-on-tema-poeg?id=91267955
74,3,1,5.41,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/online-intervjuu-koroonaviiruse-teise-laine-valguses-perearst-vastab-vaikelapsi-ja-rasedaid-puudutavatele-kusimustele?id=91270897
3243,101,74,5.4,101,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-justiitsminister-william-barr-hiinlased-kasutavad-iga-voimuhooba-et-laiendada-oma-5g-turuosa-kogu-maailmas/
2020,21,88,5.4,63,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/erki-loigom-kas-on-voimalik-et-korea-soda-jaabki-kestma?id=91057413
1259,52,16,5.4,37,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-haiglad-valmistuvad-400-koroonapatsiendi-vastuvotuks-kriisi-suvenedes-kutsutakse-perearstide-personal-appi?id=91846396
908,33,16,5.4,34,Uued Uudised,https://uueduudised.ee/arvamus/priit-tali-kuidas-ja-kas-moista-nalja/
1055,33,24,5.4,31,Uued Uudised,https://uueduudised.ee/uudis/eesti/indrek-saare-jutt-noorte-saastmisest-mart-helme-raiguse-eest-varjab-hirmu-et-nood-naevad-ja-kuulevad-tode/
500,6,21,5.4,23,Uued Uudised,https://uueduudised.ee/arvamus/vaimulik-jaan-tammsalu-andres-ei-palu-mitte-kunagi-mitte-kellegi-kaest-andeks-pearu-palub/
463,11,14,5.4,19,Telegram,https://www.telegram.ee/maailm/uruguay-president-esitati-taas-nobeli-rahupreemia-kandidaadiks
426,4,19,5.4,19,Telegram,https://www.telegram.ee/maailm/uus-diskrimineerimise-vorm-geneetiline-diskrimineerimine
352,10,9,5.4,16,Telegram,https://www.telegram.ee/teadus-ja-tulevik/teadusvabaduse-piiramise-vastu-luuakse-ebamugavate-teemade-teadusajakiri
278,8,7,5.4,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/15-kuune-beebi-vahemere-pogenikepaadis-ei-naita-hada-suurust-vaid-moistuse-vahesust/
463,9,16,5.4,12,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/noortel-kliimaaktivistidel-on-oma-haale-kuuldavaks-tegemiseks-paremaid-kohti-ja-aegu-kui-seda-on-toompea-plats/
389,8,13,5.4,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/andres-raid-president-kaljulaid-kolistab-taas-ambreid/
463,5,20,5.4,6,Telegram,https://www.telegram.ee/teadus-ja-tulevik/uuringud-kinnitavad-et-60-inimestest-on-covid-19-suhtes-loomulik-resistentsus
278,3,12,5.4,3,Telegram,https://www.telegram.ee/maailm/cnn-vene-voimud-annavad-moista-et-tsarnajevite-ema-oli-aarmuslane
389,3,18,5.4,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/polevat-californiat-kulastanud-trump-kliimamuutusest-hakkab-jahedamaks-minema?id=91043567
1819,63,35,5.39,52,Delfi,https://www.delfi.ee/news/paevauudised/eesti/blogi-mart-helme-kriisireserv-tuleb-niikuinii-vaidlused-kaitseministeeriumiga-kaivad-vaid-detailide-ule?id=90479543
2002,58,50,5.39,48,Uued Uudised,https://uueduudised.ee/arvamus/piret-kivi-punatondid-loojuva-paikese-maalt/
854,32,14,5.39,35,Uued Uudised,https://uueduudised.ee/arvamus/jaak-madison-euroopa-liidule-suuremate-oiguste-andmiseks-puudub-uhiskonnas-toetus/
965,12,40,5.39,34,Uued Uudised,https://uueduudised.ee/arvamus/juri-toomepuu-koroonast-ravi-ei-tohi-olla-halvem-kui-haigus/
408,8,14,5.39,32,Uued Uudised,https://uueduudised.ee/arvamus/vsevolod-jurgenson-tana-on-targa-rahva-pidupaev/
723,17,22,5.39,23,Uued Uudised,https://uueduudised.ee/uudis/maailm/ungari-soome-vastasseis-ei-ole-kahe-hoimuriigi-tuli-vaid-euroopa-liidu-sisevastuolu/
760,2,39,5.39,17,Telegram,https://www.telegram.ee/maailm/brasiilia-looduskatastroof-murgine-mudalaine-on-puhkinud-teelt-terveid-kulasid
612,7,26,5.39,15,Uued Uudised,https://uueduudised.ee/uudis/maailm/andres-raid-on-lootust-et-maailm-arkab-kuutobiste-ja-segaste-lummusest/
538,8,21,5.39,13,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-lasi-lahti-talle-juba-ammu-pinnuks-silmas-olnud-kaitseministri-mark-esperi?id=91629247
371,5,15,5.39,13,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lati-tervishoiuminister-eesti-ja-leedu-poliitikud-kehtestasid-nailiselt-rangeid-koroonareegleid-mis-aga-ei-toiminud?id=90945531
519,9,19,5.39,11,Uued Uudised,https://uueduudised.ee/uudis/eesti/mille-kohta-valetab-lgbt-eesti-esindaja-kristiina-raud/
204,4,7,5.39,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/peep-leppik-kusimus-pole-niivord-keeles-kui-opetamise-tasemes-eesti-koolides-uldse/
334,11,7,5.39,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/peaminister-viktor-orban-ungari-seisab-rahandus-ja-poliitiliste-kusimuste-lahususe-eest/
167,7,2,5.39,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/meenutagem-mida-raagiti-reformierakonnast-kaheksa-aasta-eest-ja-nad-pole-muutunud/
241,0,13,5.39,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/lati-ja-eesti-voimud-puistasid-pbk-emafirma-kontoreid/
204,1,10,5.39,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/turgi-muutub-uha-barbaarsemaks-ta-surub-migrandid-jouga-euroopasse/
3404,96,87,5.38,76,Telegram,https://www.telegram.ee/maavaline/endine-kanada-kaitseminister-globaalne-finantssusteem-on-pettus
1115,17,43,5.38,42,Telegram,https://www.telegram.ee/maailm/pariisi-jarelmojud-cameroni-uued-luureseadused-keelustaksid-krupteeritud-suhtlemise
1004,20,34,5.38,26,Uued Uudised,https://uueduudised.ee/uudis/maailm/euroopa-pole-randekriisist-midagi-oppinud-mojuvaks-hakkab-saama-vasimus-migrandimassidest/
1023,27,28,5.38,25,Uued Uudised,https://uueduudised.ee/arvamus/lugeja-kirjutab/maasikasotsialism-miks-eestis-ei-toimi-kapitalistlikud-turumajanduse-pohireeglid/
353,17,2,5.38,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-ajateenistus-muutub-paindlikumaks-nagu-koolis-voi-tool-kaimine-jah-lihtsalt-toopaevad-on-pikemad?id=90486817
465,7,18,5.38,14,Telegram,https://www.telegram.ee/maailm/euroopa-parlament-lukkas-ttip-haaletuse-edasi-kartuses-et-lepe-oleks-tagasi-lukatud
260,5,9,5.38,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/usa-s-on-nuud-ametlikult-positiivne-ja-negatiivne-presidendikandidaat-vasakmeedia-kahjuroom-on-aga-tulgastav/
186,3,7,5.38,7,Eesti Päevaleht,https://epl.delfi.ee/uudised/wunderkindist-massumeheks-jaak-madison-kaitsen-oma-kriitikaga-erakonna-uldist-huvi-ja-meie-valijat?id=90394345
186,1,9,5.38,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-poolsada-inimest-marssisid-tallinnas-poola-seksuaalvahemuste-eest?id=90726979
279,9,6,5.38,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/andres-raid-kasiinosoltlastest-soltuvad-mtu-d-kardavad-rahastuse-katkemist-sest-nende-tegevus-soltub-sellest/
186,4,6,5.38,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/mart-helme-laseks-lammutada-nii-maarjamae-memoriaali-kui-ka-linnahalli?id=90821169
279,7,8,5.38,5,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-tsensuur-sotsiaalmeedias-ehk-kollektiivse-sudametunnistuse-vaikne-ja-salajane-signaal/
706,19,19,5.38,4,Telegram,https://www.telegram.ee/nwo/endine-cia-piloot-kinnitab-et-ukski-lennuk-wtc-kaksiktornidesse-ei-soitnud
130,3,4,5.38,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/rahvasaadik-ja-15-aastane-taanit-rasib-enneolematu-ahistamisskandaalide-jada?id=91455044
223,5,7,5.38,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/enamik-tormist-mojutatud-majapidamisi-on-elektrivoolu-tagasi-saanud-vooluta-on-veel-ule-3000-kliendi?id=91077165
260,11,3,5.38,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/saksamaa-aarmusvasakpoolsed-kutsuvad-avalikult-ules-rikkaid-maha-laskma/
93,0,5,5.38,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/ulevaade-usa-rakendab-hiina-suhtes-aina-karmimaid-meetmeid-ettevaatlikud-eurooplased-kaitsevad-majandushuve?id=90546259
93,5,0,5.38,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ainar-ruussaare-asemel-hakkab-kohtla-jarvel-ajakirjandust-opetama-ullar-luup?id=90992161
93,2,3,5.38,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/keskerakonnale-kingitud-50-000-eurot-parines-jana-helen-juhaste-eksmehelt?id=90083291
93,0,5,5.38,1,Delfi,https://www.delfi.ee/news/paevauudised/krimi/guinea-kodanik-uritas-setomaa-kaudu-eestisse-siseneda-ja-sai-trahvi?id=91316185
130,4,3,5.38,1,Telegram,https://www.telegram.ee/eesti/video-parimad-palad-eesti-paevalehe-koroonakonverentsilt
130,0,7,5.38,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/dagestani-politseipolkovnikut-suudistatakse-2010-aasta-moskva-metroo-terrorirunnakutele-kaasaaitamises?id=91759207
3410,122,61,5.37,87,Telegram,https://www.telegram.ee/eesti/ekre-noortekogu-taunib-uut-maailmakorda
3873,116,92,5.37,63,Telegram,https://www.telegram.ee/nwo/mis-on-geoinsenerlus-ja-kuidas-see-meid-mojutab-i-osa
1210,45,20,5.37,30,Telegram,https://www.telegram.ee/arvamus/erki-kaikkonen-on-aeg-argata-kollektiivsest-unenaost-i-osa
1080,38,20,5.37,28,Telegram,https://www.telegram.ee/eesti/vaata-siin-uut-filmi-okupeeri-oma-muur
633,14,20,5.37,22,Uued Uudised,https://uueduudised.ee/arvamus/todemus-kui-aastalopu-analuutikud-teinuks-jauramise-asemel-tosist-tood-poleks-meil-toojoupuudust/
391,3,18,5.37,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/ajaloo-paradoks-sakslased-on-tanulikud-miljonite-saksa-naiste-vagistamise-eest/
149,1,7,5.37,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/austraalia-kavandab-seadust-ekstremistide-vangis-hoidmiseks-inimoiguslased-kritiseerivad/
540,6,23,5.37,9,Telegram,https://www.telegram.ee/maailm/suuria-keemiarelvad-lopetavad-iisraelis
